02657,25001010100
02663,25001010206
02667,25001010206
02652,25001010208
02666,25001010208
02642,25001010304
02653,25001010304
02642,25001010306
02651,25001010306
02642,25001010400
02653,25001010400
02662,25001010400
02643,25001010500
02653,25001010500
02633,25001010600
02650,25001010600
02633,25001010700
02659,25001010700
02669,25001010700
02631,25001010800
02645,25001010800
02631,25001010900
02645,25001010900
02653,25001010900
02645,25001011002
02646,25001011002
02660,25001011002
02671,25001011002
02645,25001011100
02645,25001011200
02646,25001011200
02661,25001011200
02638,25001011300
02660,25001011300
02675,25001011300
02631,25001011400
02638,25001011400
02641,25001011400
02660,25001011400
02639,25001011500
02645,25001011500
02660,25001011500
02639,25001011600
02671,25001011600
02660,25001011700
02670,25001011700
02675,25001011801
02638,25001011802
02664,25001011802
02675,25001011802
02664,25001012001
02673,25001012001
02664,25001012002
02673,25001012002
02673,25001012101
02601,25001012102
02673,25001012102
02537,25001012200
02630,25001012200
02637,25001012200
02668,25001012200
02675,25001012200
02601,25001012502
02647,25001012502
02601,25001012601
02632,25001012601
02601,25001012602
02601,25001012700
02632,25001012700
02672,25001012700
02601,25001012800
02632,25001012800
02634,25001012800
02648,25001012800
02668,25001012800
02632,25001012900
02648,25001012900
02655,25001012900
02668,25001012900
02648,25001013002
02655,25001013002
02648,25001013100
02655,25001013100
02668,25001013100
02635,25001013200
02648,25001013200
02563,25001013300
02537,25001013400
02563,25001013400
02668,25001013400
02537,25001013500
02563,25001013500
02649,25001013500
02537,25001013600
02563,25001013600
02644,25001013600
02360,25001013700
02532,25001013700
02532,25001013800
02561,25001013800
02562,25001013800
02532,25001013900
02553,25001013900
02559,25001013900
02532,25001014002
02534,25001014002
02559,25001014002
02542,25001014100
02644,25001014100
02649,25001014100
02540,25001014300
02556,25001014300
02536,25001014402
02540,25001014402
02574,25001014402
02536,25001014500
02649,25001014500
02536,25001014600
02536,25001014700
02540,25001014700
02536,25001014800
02540,25001014800
02540,25001014900
02541,25001014900
02543,25001014900
02563,25001015001
02644,25001015001
02649,25001015001
02649,25001015002
02649,25001015100
02649,25001015200
02601,25001015300
02630,25001015300
01201,25003900100
01202,25003900100
01201,25003900200
01201,25003900300
01201,25003900400
01201,25003900500
01201,25003900600
01201,25003900700
01201,25003900800
01226,25003900800
01201,25003900900
01201,25003901100
01201,25003911100
01224,25003911100
01225,25003911100
01237,25003911100
01201,25003912100
01226,25003912100
01227,25003912100
01270,25003912100
01238,25003913100
01240,25003913100
01242,25003913100
01254,25003913100
01238,25003914100
01240,25003914100
01260,25003914100
01262,25003914100
01267,25003920101
01267,25003920102
01247,25003921300
01247,25003921400
01247,25003921500
01220,25003922100
01220,25003922200
01220,25003922300
01225,25003923100
01229,25003924100
01236,25003924100
01238,25003924100
01240,25003924100
01262,25003924100
01263,25003924100
01266,25003924100
01230,25003925100
01236,25003925100
01222,25003926100
01230,25003926100
01257,25003926100
01247,25003931100
01247,25003931300
01256,25003931300
01343,25003931300
01367,25003931300
01026,25003931400
01070,25003931400
01235,25003931400
01256,25003931400
01270,25003931400
01223,25003932200
01238,25003932200
01223,25003932300
01226,25003932300
01235,25003932300
01230,25003933200
01238,25003933200
01245,25003933200
01264,25003933200
01230,25003933300
01244,25003933300
01255,25003933300
01257,25003933300
01259,25003933300
01008,25003933400
01029,25003933400
01223,25003933400
01238,25003933400
01245,25003933400
01253,25003933400
01255,25003933400
01236,25003934200
01254,25003934200
01266,25003934200
01230,25003934300
01258,25003934300
01266,25003934300
01201,25003935100
01237,25003935100
01254,25003935100
01267,25003935100
01201,25003935200
01247,25003935300
02356,25005600100
02375,25005600100
02375,25005600202
02048,25005600203
02356,25005600203
02375,25005600203
02356,25005600204
02375,25005600204
02048,25005610100
02048,25005610202
02048,25005610203
02766,25005610203
02048,25005610204
02048,25005611101
02375,25005611101
02766,25005611101
02766,25005611102
02712,25005611201
02766,25005611201
02048,25005611202
02766,25005611202
